node_id,mondo_definition,t-SNE 1,t-SNE 2
8287,"Greig cephalopolysyndactyly syndrome (GCPS) is a pleiotropic, multiple congenital anomaly syndrome.",9.220523,1.1916801
8288,"A synovial cyst located in the back of the knee, in the popliteal space arising from the semimembranous bursa or the knee joint.",5.125115,-0.98862875
8289,Any porencephaly in which the cause of the disease is a mutation in the COL4A1 gene.,6.8296814,2.1285677
8290,,5.2977934,2.1430628
8291,"Porokeratosis plantaris palmaris et disseminata (PPPD) is a rare form of porokeratosis occurring mainly in adolescence and characterized by small pruritic or painful keratotic papules that first appear on the palms and soles, and may gradually become generalized.",6.1573887,-4.098601
8294,Acute intermittent porphyria is the most frequent and the most severe form of the acute hepatic porphyrias. It is characterized by the occurrence of neuro-visceral attacks without cutaneous manifestations.,5.1097884,6.4819345
8295,An instance of porphyria cutanea tarda that is acquired during the lifetime of the individual.,4.250977,2.9455218
8296,An instance of porphyria cutanea tarda that is caused by an inherited modification of the individual's genome.,3.0928476,3.2742808
8297,Variegate porphyria is a form of acute hepatic porphyria characterized by the occurrence of neuro-visceral attacks with or without the presence of cutaneous lesions.,5.0844326,5.8477545
8298,"Postaxial tetramelic oligodactyly is a rare, genetic, congenital limb malformation disorder characterized by isolated, postaxial oligodactyly in all four extremities. Patients present a consistent pattern of malformation ranging from complete absence of the 5th metacarpals, metatarsals and phalanges to complete absence of the 5th metacarpals and metatarsals, with some residual distal 5th phalanges. There have been no further descriptions in the literature since 1993.",8.297789,-3.835904
8299,,4.5179315,-4.986355
8300,"Prader-Willi syndrome is a rare genetic disorder characterized by hypothalamic-pituitary abnormalities with severe hypotonia during the neonatal period and first two years of life and the onset of hyperphagia with a risk of morbid obesity during infancy and adulthood, learning difficulties and behavioral problems or severe psychiatric problems.",10.253472,-1.064806
8301,"Guttmacher syndrome is an extremely rare syndrome characterized by hypoplastic thumbs and halluces, 5th finger clinobrachydactyly, postaxial polydactyly of the hands, short or uniphalangeal 2nd toes with absent nails and hypospadias.",8.237603,-4.072563
8302,Any central precocious puberty in which the cause of the disease is a mutation in the KISS1R gene.,3.0837636,-6.4903817
8303,"Familial male limited precocious puberty (FMPP) is a gonadotropin-independent familial form of male-limited precocious puberty, generally presenting between 2-5 years of age as accelerated growth, early development of secondary sexual characteristics and reduced adult height.",3.5729833,-0.06018772
8304,,5.5197015,0.35496375
8305,"Currarino syndrome (CS) is a rare congenital disease characterized by the triad of anorectal malformations (ARMs) (usually anal stenosis), presacral mass (commonly anterior sacral meningocele (ASM) or teratoma) and sacral anomalies (i.e. total or partial agenesis of the sacrum and coccyx or deformity of the sacral vertebrae).",8.912238,0.54944944
8306,"A cerebral amyloid angiopathy characterized by onset in the 4th to 6th decade of life, progressive mental deterioration, spasticity, muscular rigidity but no tremors, spontaneous movements or sensory changes that has material basis in an autosomal dominant mutation of ITM2B on chromosome 13q14.2.",6.2020907,4.712506
8307,,3.8376281,-2.8059993
8308,,5.1253467,-0.98818755
8309,,2.727412,-3.7330973
831,The formation of a blood clot in the lumen of a vessel or heart chamber; causes include coagulation disorders and vascular endothelial injury.,0.45454308,-0.5492153
8310,"Hutchinson-Gilford progeria syndrome is a rare, fatal, autosomal dominant and premature aging disease, beginning in childhood and characterized by growth reduction, failure to thrive, a typical facial appearance (prominent forehead, protuberant eyes, thin nose with a beaked tip, thin lips, micrognathia and protruding ears) and distinct dermatologic features (generalized alopecia, aged-looking skin, sclerotic and dimpled skin over the abdomen and extremities, prominent cutaneous vasculature, dyspigmentation, nail hypoplasia and loss of subcutaneous fat).",7.362075,2.5432541
8311,"Progeria-short stature-pigmented nevi is a progeroid disorder characterised by low birthweight, short stature, multiple pigmented nevi and lack of facial subcutaneous fat.",3.7834053,-6.6447473
8312,Malocclusion in which the mandible is anterior to the maxilla as reflected by the first relationship of the first permanent molar (mesioclusion).,7.7359505,-4.946022
8313_13124,,3.2253199,-3.0583668
8314,,8.421225,-3.9412534
8315,A primary or metastatic malignant tumor involving the prostate gland. The vast majority are carcinomas.,0.4401149,2.3339539
8316,,2.1329603,-4.277511
8317,,-3.9264574,-6.904873
8318,"Proteus syndrome (PS) is a very rare and complex hamartomatous overgrowth disorder characterized by progressive overgrowth of the skeleton, skin, adipose, and central nervous systems.",6.3556185,1.7452073
8320,,3.6772244,-8.387078
8321,,3.8568919,-2.120752
8322,Pseudoachondroplasia is characterized by severe growth deficiency and deformations such as bow legs and hyperlordosis.,8.753552,1.9970129
8324,,5.241219,-2.5420537
8325,,3.8002954,-1.9445552
8326,,4.6396337,-1.9001392
8327,"An autosomal dominant disorder caused by mutations in the LOXL1 gene, encoding lysyl oxidase homolog 1. The condition is characterized by abnormal fibrillar extracellular material in anterior segment tissues, and may lead to glaucoma.",7.2174067,0.62407064
833,A bone disease that results in formation or resorption abnormalities located in bone.,-3.4186685,2.4912415
8330,,-3.9264574,-6.904873
8332,"Platelet type Von Willebrand disease (PT-VWD) is a bleeding disorder characterized by mild to moderate mucocutaneous bleeding, which becomes more pronounced during pregnancy or following ingestion of drugs that have anti-platelet activity. PT-VWD is due to hyperresponsive platelets, resulting in thrombocytopenia.",4.7216063,1.965108
8333,An autosomal dominant form of PXE.,5.248319,3.8995092
8334_13554_11084_11387_11434_11542_11573_11926_12542_12896_12959_13057,,4.3815265,2.0117033
8335,"Short stature-craniofacial anomalies-genital hypoplasia syndrome is characterized by the association of short stature, craniofacial anomalies and genital hypoplasia. Intellectual deficit is also found in the majority of cases, sometimes together with pterygia. Less than 20 cases have been described so far. The mode of transmission is likely to be autosomal dominant with incomplete penetrance. The syndrome is caused by unbalanced reciprocal translocations of the distal parts of chromosomes 6q and 9p, leading to partial trisomy of the distal region of chromosome 6q and partial monosomy of the distal region of chromosome 9p.",7.9692774,-6.097022
8336,,8.795002,-5.60854
8337,"Familial pterygium of the conjunctiva is a rare form of pterygium, which develops in early adulthood, characterized by a wing-like bulbar thickening of the conjunctiva in the interpalpebral fissure area that can be cured by surgical excision.",3.4050422,-2.572799
8338,,6.8467484,3.6112628
8339,,6.1180153,0.5040869
8340,Congenital ptosis is characterized by superior eyelid drop present at birth.,8.212793,0.0023027267
8341,"Ptosis-strabismus-ectopic pupils syndrome is characterised by the association of ptosis, strabismus and ectopic pupils. It has been described in one family (in a mother and three of her children). Transmission is autosomal dominant.",5.361587,-3.9013937
8342,,5.125124,-0.98856103
8343,"Pulmonary atresia with ventricular septal defect (PA-VSD) is a rare cyanotic congenital heart malformation characterized by underdevelopment of the right ventricular outflow tract and atresia of the pulmonary valve, ventricular septal defect (VSD) and pulmonary collateral vessels. Clinical features depend on the anatomic variability of the lesion and patients may be minimally symptomatic, severely cyanotic or may develop congestive heart failure. PA-VSD may represent a severe form of Tetralogy of Fallot.",3.6427658,-2.6951218
8344,,5.519089,3.687514
8345,Idiopathic pulmonary fibrosis (IPF) is a nonneoplastic pulmonary disease that is characterized by the formation of scar tissue within the lungs in the absence of any known cause.,3.3108773,1.3072888
8346_20553,"Idiopathic pulmonary hemosiderosis is a respiratory disease due to repeated episodes of diffuse alveolar hemorrhage without any underlying apparent cause, most often in children. Anemia, cough, and pulmonary infiltrates on chest radiographs are found in majority of the patients.",4.014281,2.0899944
8347,"Idiopathic and/or familial pulmonary arterial hypertension (IFPAH) is a form or pulmonary arterial hypertension (PAH, see his term) characterized by elevated pulmonary arterial resistance leading to right heart failure; it is progressive and potentially fatal. About 75% of heritable pulmonary arterial hypertension (HPAH) have an identified mutation. HPAH has been linked to mutations in BMPR2 in 75% of cases; other genes implicated in HPAH include ACVR1, BMPR1, CAV1, ENG and SMAD9 and CBLN2. (However, the majority of patients carrying an HPAH mutation do not develop PAH). Idiopathic pulmonary arterial hypertension (IFPAH) refers to those cases of pulmonary arterial hypertension in which etiology remains unknown.",5.085431,1.2953662
8348,Pulmonary nodular lymphoid hyperplasia (PNHL) is a reactive lymphoid proliferation manifesting as solitary or multiple nodules in the lung.,2.0935767,-5.0048623
