node_id,description,t-SNE 1,t-SNE 2
DB12422,Sulforaphane is under investigation for the treatment of Autism Spectrum Disorder. It is a naturally occurring isothiocyanate found in high concentration in a variety of broccoli.,9.410821,4.7251463
DB12425,"Liothyronine I-131 has been used in trials studying the treatment of Tricuspid Atresia and Heart Defects, Congenital.",2.9114735,-1.609417
DB12427,"Orvepitant has been used in trials studying the treatment of Depressive Disorder, Depressive Disorder, Major, Post-Traumatic Stress Disorder, and Posttraumatic Stress Disorder (PTSD).",9.747803,-6.4072857
DB12431,"Muplestim is under investigation in clinical trial NCT00002258 (A Phase I, Open Label Trial to Evaluate the Safety, Tolerance and Biological Effects of SDZ ILE-964 (Recombinant Human Interleukin-3, RhIL-3) in HIV Infected Patients With Cytopenia).",6.786974,5.0836825
DB12436,"Vofopitant has been used in trials studying the treatment of PTSD, Primary Insomnia, and Sleep Initiation and Maintenance Disorders.",-3.773603,-2.0276372
DB12442,"Alvespimycin is a derivative of geldanamycin and heat shock protein (HSP) 90 inhibitor. It has been used in trials studying the treatment of solid tumor in various cancer as an antitumor agent. In comparison to the first HSP90 inhibitor tanespimycin, it exhibits some pharmacologically desirable properties such as reduced metabolic liability, lower plasma protein binding, increased water solubility, higher oral bioavailability, reduced hepatotoxicity and superior antitumor activity.",-3.0520082,10.790463
DB12445,Nitroaspirin has been investigated for the treatment of Intermittent Claudication.,1.7392839,-4.2405806
DB12447,Nadifloxacin has been used in trials studying the treatment of Acne Vulgaris.,-5.007515,-7.1021333
DB12450,Propyl Gallate is under investigation in clinical trial NCT01450098 (A Study of LY2484595 in Healthy Subjects).,-8.143894,-1.955934
DB12455,"Omadacycline has been used in trials studying the treatment of Bacterial Pneumonia, Bacterial Infections, Community-Acquired Infections, and Skin Structures and Soft Tissue Infections. Omadacycline represents a significant advance over the well-known tetracycline family, and has been shown to be highly effective in animal models at treating increasingly problematic, clinically prevalent infections caused by gram-positive bacteria, such as methicillin-resistant Staphylococcus aureus (MRSA), and by gram-negative, atypical and anaerobic bacteria, including those resistant to currently available classes of antibiotics and known to cause diseases such as pneumonias, urinary tract infections, skin diseases and blood-borne infections in both the hospital and community settings.",1.8119481,-0.009858894
DB12456,"Bococizumab has been used in trials studying the treatment and prevention of Dyslipidemia, Hyperlipidemia, Hypercholesterolemia, Cardiovascular Disease, and Heterozygous Familial Hypercholesterolemia.",5.2750916,8.065847
DB12457,"Rimegepant is an oral antagonist of the CGRP receptor developed by Biohaven Pharmaceuticals. It received FDA approval on February 27, 2020 for the acute treatment migraine headache. While several parenteral antagonists of CGRP and its receptor have been approved for migraine therapy (e.g. , , ), rimegepant and are the only members of the \gepants\"" family of medications remaining in development, and the only CGRP antagonists that possess oral bioavailability.""",1.9691348,-0.5070549
DB12458,Muscimol has been used in trials studying the treatment of Epilepsy and Parkinson's Disease.,-4.8546624,-1.1768572
DB12459,Belotecan has been investigated for the treatment of Epithelial Ovarian Cancer.,9.696324,5.0224257
DB12461,Glpg0492 is under investigation in clinical trial NCT01130818 (First-in-Human Single Ascending Dose of GLPG0492).,4.311622,1.952844
DB12465,"Ketanserin has been investigated for the treatment of Septic Shock, Severe Sepsis, and Diabetic Foot Ulcer.",9.65983,-3.4227693
DB12466,"Discovered by Toyama Chemical Co., Ltd. in Japan, favipiravir is a modified pyrazine analog that was initially approved for therapeutic use in resistant cases of influenza. The antiviral targets RNA-dependent RNA polymerase (RdRp) enzymes, which are necessary for the transcription and replication of viral genomes.",2.8980875,-0.45074734
DB12470,Dexelvucitabine has been used in trials studying the treatment of HIV Infections and Human Immunodeficiency Virus.,7.067507,6.332628
DB12473,"Taurolidine has been investigated for the prevention of Central Venous Catheter, Home Parenteral Nutrition, and Catheter-Related Infections.",9.233737,4.7925534
DB12474,Lynestrenol has been used in trials studying the basic science of Transsexualism and Gender Dysphoria.,1.7329214,-1.1201407
DB12478,Piribedil has been investigated in Parkinson's Disease.,8.901767,-2.5774035
DB12480,Betulinic Acid has been used in trials studying the treatment of Dysplastic Nevus Syndrome.,5.337567,-0.24540372
DB12482,Acotiamide has been used in trials studying the treatment of Dyspepsia and Functional Dyspepsia.,6.7282515,-6.988927
DB12483,"Copanlisib is a selective pan-Class I phosphoinositide 3-kinase (PI3K/Phosphatidylinositol-4,5-bisphosphate 3-kinase/phosphatidylinositide 3-kinase) inhibitor that was first developed by Bayer Healthcare Pharmaceuticals, Inc. The drug targets the enzyme that plays a role in regulating cell growth and survival. Copanlisib was granted accelerated approval on September 14, 2017 under the market name Aliqopa for the treatment of adult patients with relapsed follicular lymphoma and a treatment history of at least two prior systemic therapies. Follicular lymphoma is a slow-growing type of non-Hodgkin lymphoma that is caused by unregulated proliferation and growth of lymphocytes. The active ingredient in Aliquopa intravenous therapy is copanlisib dihydrochloride.",0.67951983,-0.16371307
DB12487,Promestriene has been used in trials studying the prevention of Hypospadias.,4.6709557,8.903036
DB12489,"Mirvetuximab Soravtansine has been used in trials studying the treatment of Ovarian cancer, Endometrial Cancer, Fallopian tube cancer, Epithelial Ovarian Cancer, and Primary Peritoneal Cancer, among others.",2.3972895,1.4275248
DB12492,"Piritramide is under investigation for the treatment of Colon Cancer and Minimal Residual Disease. Piritramide has been investigated for the supportive care of Pain, Postoperative and Postoperative Nausea and Vomiting.",8.112203,-5.4353995
DB12498,"Mogamulizumab is a humanized monoclonal antibody (mAb) directed against CC chemokine receptor 4 (CCR4) for the treatment of Mycosis Fungoides (MF) and Sézary Syndrome (SS), the most common subtypes of cutaneous T-cell lymphoma. Cutaneous T-cell lymphomas occur when certain white blood cells, called T cells, become cancerous; these cancers typically affect the skin, causing various types of skin lesions.  ",2.5461452,7.861755
DB12499,"Clascoterone (cortexolone 17α-propionate, CB-03-01) is a novel antagonist of androgen receptors. It binds to androgen receptors with high affinity. By competing with androgens for binding to androgen receptors, clascoterone works by blocking the androgen receptor signalling cascades that promote acne pathogenesis, such as sebaceous gland proliferation, excess sebum production, and inflammatory pathways. In August 2020, FDA approved clascoterone for the first-in-class topical treatment of acne (acne vulgaris) in male and female patients 12 years and older. Clascoterone is also being investigated as a novel treatment for androgenetic alopecia.",-6.2867217,-0.7474225
DB12500,"Fedratinib, also known as SAR302503 and TG101348, is a tyrosine kinase inhibitor used to treat intermediate-2 and high risk primary and secondary myelofibrosis. It is an anilinopyrimidine derivative.",1.2412887,-0.77484787
DB12515,"Aminocamptothecin has been used in trials studying the treatment of Lymphoma, Gastric Cancer, Ovarian Cancer, Esophageal Cancer, and Ovarian Neoplasms, among others.",2.1346142,0.91303784
DB12518,Raclopride has been used in trials studying Parkinson Disease.,3.2140813,-8.139975
DB12520,"Plozalizumab has been investigated for the treatment of Atherosclerosis. Plozalizumab, a novel humanized monoclonal antibody, specifically targets CCR2 chemokine receptors found on the surface of certain white blood cells including macrophages and monocytes. Preclinical studies suggest that CCR2 plays an important role in the trafficking of monocytes and macrophages to sites of inflammation. The recruitment of macrophages to the arterial wall is believed to be a critical step in the development of atherosclerosis.",2.5163481,7.8121815
DB12523,Mizolastine is under investigation in clinical trial NCT01928316 (A Bioequivalence Study of Domestic (Made in China) and Imported Mizolastine Tablets in Healthy Volunteers).,-0.73979855,-6.8560824
DB12525,"Molgramostim has been used in trials studying the treatment of Bronchiectasis, Cystic Fibrosis, Pulmonary Alveolar Proteinosis, Acute Respiratory Distress Syndrome, and Autoimmune Pulmonary Alveolar Proteinosis.",7.022846,5.108352
DB12526,"Batefenterol has been used in trials studying the treatment of Pulmonary Disease, Chronic Obstructive.",8.16565,-5.238966
DB12530,"Inappropriate growth of or self-directed antibody production by B-cells is the etiological underpinning of a variety of conditions, including the multiple sclerosis-like neurological condition neuromyelitis optica spectrum disorder (NMOSD). Inebilizumab is a humanized afucosylated monoclonal IgG1 antibody directed against the broadly expressed B-cell surface antigen CD19. Inebilizumab is cytolytic, resulting in B-cell depletion and offering therapeutic benefit to patients suffering from NMOSD. Compared to the anti-CD20 antibody , which is also used to treat NMOSD, inebilizumab has broader specificity.",2.097898,6.7468896
DB12531,Lobucavir has been used in trials studying the treatment of HIV Infections and Cytomegalovirus Infections.,8.309784,-2.5243473
DB12532,"Oxetacaine, also called oxethazaince, is a potent surface analgesic with the molecular formula N, N-bis-(N-methyl-N-phenyl-t-butyl-acetamide)-beta-hydroxyethylamine that conserves its unionized form at low pH levels. Its actions have shown to relieve dysphagia, relieve pain due to reflux, chronic gastritis, and duodenal ulcer. Oxetacaine is approved by Health Canada since 1995 for its use as an antacid combination in over-the-counter preparations. It is also in the list of approved derivatives of herbal products by the EMA.",2.2856708,1.1349497
DB12534,Mavrilimumab has been investigated for the treatment of Rheumatoid Arthritis.,4.6719217,9.112695
DB12537,"Benzodiazepine is under investigation for the prevention of Delirium and C.Surgical Procedure; Cardiac. Benzodiazepine has been investigated for the treatment of Obesity, Sleep Apnea, Obstructive, and Disorders of Gallbladder, Biliary Tract and Pancrease.",3.368425,-10.303802
DB12539,"Oltipraz has been used in trials studying the treatment and prevention of Lung Cancer, Liver Fibrosis, Liver Cirrhosis, and Non-alcoholic Fatty Liver Disease.",9.831642,4.960503
DB12543,"Samidorphan has been used in trials studying the treatment of Schizophrenia, Alcohol Dependence, and Binge Eating Disorder.",8.247588,-7.0559006
DB12545,Indobufen has been used in trials studying the supportive care and prevention of Atrial Fibrillation.,6.920317,-2.6615174
DB12548,Sparsentan has been used in trials studying the treatment of Focal Segmental Glomerulosclerosis. Sparsentan is the first and only dual-acting angiotensin and endothelin receptor antagonist (DARA) in development.,-4.961697,1.7868237
